,stock,price,needle strength,compilation,url
Lana Grossa Silkhair Haze Dégradé 1101 Yellow / Ocher,"
Begrenzter Vorrat: 23
","16,62","4,5-5 mm","70% Mohair, 30% Seide",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-silkhair-haze-degrade
Lang Yarns Airolo 029 Melon,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","8,36",5.5-6 mm,100% Wolle,https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-airolo
Lang Yarns Anouk 015 Nougat,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","8,80",8-9 mm,"50% Baby Alpaca, 50% Acryl",https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-anouk
Lang Yarns Baby Alpaca 004 Black,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","9,34",3 mm,100% Alpakawolle,https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-baby-alpaca
Lang Yarns Cashmere Cotton 048 Dusky pink,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","9,79",3.5-4.5 mm,"55% Kaschmir, 45% Baumwolle ",https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-cashmere-cotton
Lang Yarns Cashmere Lace 065 Pink,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","15,74",3-3.5 mm,100% Kaschmir,https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-cashmere-lace
Lang Yarns Copenhagen 004 Black,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","6,39",4.5-5 mm,100% Baumwolle,https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-copenhagen
Lang Yarns Duke 003 Light Grey,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","8,80",8 mm,"65% Merinowolle, 20% Baby Alpakawolle, 15% Seide ",https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-duke
Lang Yarns Extra Ecru 4-fach (495m),"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","3,69","1-1,5 mm",100% Baumwolle,https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-extra-ecru
Lang Yarns Fantomas 004 Black,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","3,88",3-3.5 mm,"75% Wolle, 25% Polyamid",https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-fantomas
Lang Yarns Golf 124 Silver,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","3,69",3-4 mm,100% Baumwolle,https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-golf
Lang Yarns Gordon 015 Nougat,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","11,75",4 mm,"92% Merinowolle, 8% Kaschmir ",https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-gordon
Lang Yarns Handarbeitsgarn 601 White,"
Lieferbar
","2,70",3.5-4.5 mm,100% Baumwolle,https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-handarbeitsgarn
Lang Yarns Handarbeitsgarn Color 006 Royal printed,"
Lieferbar
","3,69",3.5-4.5 mm,100% Baumwolle,https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-handarbeitsgarn-color
Lang Yarns Lyonel 097 Olive / Berry,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","10,77",9 mm,"86% Wolle, 14% Acryl",https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-lyonel
Lang Yarns Malou Luxe 004 Black,"
Begrenzter Vorrat: 1
","9,79",6-7 mm,"54% Alpakawolle, 23% Nylon, 14% Schurwolle, 9% Polyester ",https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-malou-luxe
Lang Yarns Marisa 094 Panna,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","4,87",2-3 mm,100% Baumwolle,https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-marisa
Lang Yarns Marlene Luxe 024 Tin,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","6,84",4-4.5 mm,"55% Baumwolle, 40% Polyamid, 5% Polyester",https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-marlene-luxe
Lang Yarns Merino 200 Bebe Color 392 Sage,"
Lieferbar
","6,84",2.5-3.5 mm,100% Merinowolle,https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-merino-200-bebe-color
Lang Yarns Mohair Luxe Paillettes 010 Steel blue,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","14,70",3-3.5 mm,"41% Superkid Mohair, 37% Wolle, 20% Seide, 2% Polyester",https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-mohair-luxe-paillettes
Lang Yarns Omega + 001 White,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","3,15","5-5,5 mm","50% Polyamid, 50% Acryl",https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-omega-plus
Lang Yarns Oslo 034 Jeans,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","6,84",3-3.5 mm,"46% merino, 42% katoen, 12% kameel",https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-oslo
Lang Yarns Super Soxx 6-ply 016 Light green,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","10,33",3-4 mm,"75% Wolle, 25% Polyamid",https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-super-soxx-6-ply
Lang Yarns Super Soxx Cashmere Color 029 Red/grey,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","14,70",2.5-3.5 mm,"65% Wolle, 25% Polyamid, 10% Kaschmir ",https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-super-soxx-cashmere-color
Lang Yarns Tissa Color 258 Multicolour orange/green/blue,"
Lieferbar
","4,87",3.5-4.5 mm,100% Baumwolle,https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-tissa-color
Lang Yarns Touring 001 White,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","4,13",4-5 mm,"75% Wolle, 25% Polyamid",https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-touring
SMC Soft Linen Mix Color 080 Linen Color,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","3,88","3-3,5 mm","70% Viskose, 30% Leinen",https://www.wollplatz.de/wolle/smc-schachenmayr/smc-soft-linen-mix-color
Yarn and Colors Elegant 002 Cream,"
Lieferbar
","2,95","3,5-4 mm","25% Mohair, 25% Wolle, 50% Acryl",https://www.wollplatz.de/wolle/yarn-and-colors/yarn-and-colors-elegant
Yarn and Colors Favorite 001 White,"
Lieferbar
","1,97",3 mm,100% Baumwolle,https://www.wollplatz.de/wolle/yarn-and-colors/yarn-and-colors-favorite
Budgetyarn Acrylic DK 001 White,"
Lieferbar
","1,23",4 mm,100% Acryl,https://www.wollplatz.de/wolle/budgetyarn/budgetyarn-acrylic-dk
Budgetyarn Chunky Chenille 001 White,"
Lieferbar
","1,23",5 mm,100% Polyester,https://www.wollplatz.de/wolle/budgetyarn/budgetyarn-chunky-chenille
Budgetyarn Cotton DK 001 White,"
Lieferbar
","1,23",2-3 mm,100% Baumwolle,https://www.wollplatz.de/wolle/budgetyarn/budgetyarn-cotton-dk
Budgetyarn Soft Aran 001 White,"
Lieferbar
","1,23",4 mm,"68% Polyester, 32% Nylon ",https://www.wollplatz.de/wolle/budgetyarn/budgetyarn-soft-aran
DMC Cotton Natura N01 Ibiza,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","4,62",2.5-3.5 mm,100% Baumwolle,https://www.wollplatz.de/wolle/dmc/dmc-justcotton
DMC Natura Linen 001 Off White,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","5,31","3-3,5 mm","58% Leinen, 26% Viskose, 16% Baumwolle ",https://www.wollplatz.de/wolle/dmc/dmc-natura-linen
DMC Natura Medium 01 Blanc,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","4,33",4-5 mm,100% Baumwolle,https://www.wollplatz.de/wolle/dmc/dmc-natura-medium
DMC Natura XL 02 Black,"
Begrenzter Vorrat: 1
","8,46",8 mm,100% Baumwolle,https://www.wollplatz.de/wolle/dmc/dmc-natura-xl
Drops Air Mix 02 Wheat,"
Lieferbar
","3,94",5 mm,"65% Alpakawolle, 28% Polyamid, 7% Wolle ",https://www.wollplatz.de/wolle/drops/drops-air-mix
Drops Air Uni Colour 01 Off-white,"
Halten Sie mich auf dem Laufenden Senden Sie mir eine E-Mail, wenn das Produkt verfügbar ist
Senden

","3,94",5 mm,"65% Alpakawolle, 28% Polyamid, 7% Wolle ",https://www.wollplatz.de/wolle/drops/drops-air-uni-colour
Drops Alaska Mix 03 Hellgrau,"
Lieferbar
","1,46",5 mm,100% Wolle,https://www.wollplatz.de/wolle/drops/drops-alaska
Drops Alaska Uni Colour 02 Off-white,"
Lieferbar
","1,46",5 mm,100% Wolle,https://www.wollplatz.de/wolle/drops/drops-alaska-uni-colour
Drops Alpaca Bouclé Mix 517 Grau,"
Halten Sie mich auf dem Laufenden Senden Sie mir eine E-Mail, wenn das Produkt verfügbar ist
Senden

","3,13",5 mm,"80% Alpakawolle, 15% Wolle, 5% Polyamid",https://www.wollplatz.de/wolle/drops/drops-alpaca-boucle-mix
Drops Alpaca Bouclé Uni Colour 100 Natur,"
Lieferbar
","3,13",5 mm,"80% Alpakawolle, 15% Wolle, 5% Polyamid",https://www.wollplatz.de/wolle/drops/drops-alpaca-boucle-uni-colour
Drops Alpaca Mix 501 Hellgrau,"
Halten Sie mich auf dem Laufenden Senden Sie mir eine E-Mail, wenn das Produkt verfügbar ist
Senden

","2,68","2,5-3,5 mm",100% Alpakawolle,https://www.wollplatz.de/wolle/drops/drops-alpaca-mix
Drops Alpaca Uni Colour 100 Natur,"
Lieferbar
","2,53","2,5-3,5 mm",100% Alpakawolle,https://www.wollplatz.de/wolle/drops/drops-alpaca
Drops Andes Mix 206 Hellbeige,"
Lieferbar
","3,68",9 mm,"65% Wolle, 35% Alpakawolle",https://www.wollplatz.de/wolle/drops/drops-andes-mix
Drops Andes Uni Colour 100 Natur,"
Lieferbar
","3,68",9 mm,"65% Wolle, 35% Alpakawolle",https://www.wollplatz.de/wolle/drops/drops-andes-uni-colour
Drops Baby Merino Mix 17 Beige,"
Lieferbar
","2,33",3 mm,100% Merinowolle,https://www.wollplatz.de/wolle/drops/drops-baby-merino-mix
Drops Baby Merino Uni Colour 01 Weiss,"
Lieferbar
","2,33","2,5-3,5 mm",100% Merinowolle,https://www.wollplatz.de/wolle/drops/drops-baby-merino-uni-colour
Drops BabyAlpaca Silk Uni Colour 0100 Off-white,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","4,58",3.5 mm,"70% Alpakawolle, 30% Seide ",https://www.wollplatz.de/wolle/drops/drops-babyalpaca-silk-uni-colour
Drops Belle Uni Colour 01 White,"
Lieferbar
","1,53",4 mm,"53% Baumwolle, 33% Viskose, 14% Leinen",https://www.wollplatz.de/wolle/drops/drops-belle-uni-colour
Drops Big Delight 01 Rose-garden,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","5,48",5 mm,100% Wolle,https://www.wollplatz.de/wolle/drops/drops-big-delight
Drops Big Merino Mix 02 Grau,"
Lieferbar
","2,33",5 mm,100% Merinowolle,https://www.wollplatz.de/wolle/drops/drops-big-merinomix
Drops Big Merino Uni Colour 01 Off-white,"
Halten Sie mich auf dem Laufenden Senden Sie mir eine E-Mail, wenn das Produkt verfügbar ist
Senden

","2,33",5 mm,100% Merinowolle,https://www.wollplatz.de/wolle/drops/drops-big-merino-uni-colour
Drops Bomull-Lin Uni Colour 01 White,"
Halten Sie mich auf dem Laufenden Senden Sie mir eine E-Mail, wenn das Produkt verfügbar ist
Senden

","1,98",5 mm,"53% Baumwolle, 47% Leinen",https://www.wollplatz.de/wolle/drops/drops-bomull-lin-uni-colour
Drops Brushed Alpaca Silk Uni Colour 01 Off-white,"
Lieferbar
","2,07",5 mm,"77% Alpakawolle, 23% Seide",https://www.wollplatz.de/wolle/drops/drops-brushed-alpaca-silk-uni-colour
Drops Cotton Light Uni Colour 01 Off-white,"
Lieferbar
","0,96",4 mm,"50% Baumwolle, 50% Polyester",https://www.wollplatz.de/wolle/drops/drops-cotton-light-uni-colour
Drops Cotton Merino Uni Colour 1 Natur,"
Lieferbar
","2,59",4 mm,"50% Merinowolle, 50% Baumwolle",https://www.wollplatz.de/wolle/drops/drops-cotton-merino-uni-colour
Drops Delight 01 Grey,"
Lieferbar
","2,53",3.5 mm,"75% Wolle, 25% Polyamid",https://www.wollplatz.de/wolle/drops/drops-delight
Drops Fabel Long Print 602 Silver-fox,"
Lieferbar
","2,63",3 mm,"75% Wolle, 25% Polyamid",https://www.wollplatz.de/wolle/sockenwolle/drops-fabel-long-print
Drops Fabel Print 151 Guacamole,"
Lieferbar
","2,43",3 mm,"75% Wolle, 25% Polyamid",https://www.wollplatz.de/wolle/sockenwolle/drops-fabel-print
Drops Fabel Uni Colour 100 Off White,"
Lieferbar
","2,23",3 mm,"75% Wolle, 25% Polyamid",https://www.wollplatz.de/wolle/dropsdrops-fabel-uni-colour
Drops Flora Mix 03 Light grey,"
Lieferbar
","2,22",3 mm,"65% Wolle, 35% Alpakawolle",https://www.wollplatz.de/wolle/drops/drops-flora-mix
Drops Flora Uni Colour 01 Off White,"
Lieferbar
","2,09",3 mm,"65% Wolle, 35% Alpakawolle",https://www.wollplatz.de/wolle/drops/drops-flora-uni-colour
Drops Glitter Colours 8 Red,"
Lieferbar
","1,78",no data,"60% Cupro, 40% Metall",https://www.wollplatz.de/wolle/drops/drops-glitter-colours
Drops Glitter Gold & Silver 01 Gold,"
Lieferbar
","1,78",no data,"60% Cupro, 40% Metall",https://www.wollplatz.de/wolle/drops/drops-glitter-gold-silver
Drops Karisma Mix 16 Dark-grey,"
Lieferbar
","1,73",4 mm,100% Wolle,https://www.wollplatz.de/wolle/drops/drops-karisma-mix
Drops Karisma Uni Colour 01 Off-white,"
Lieferbar
","1,73",4 mm,100% Wolle,https://www.wollplatz.de/wolle/drops/drops-karisma-uni-colour
Drops Kid-Silk Long Print 25 Sea-green,"
Halten Sie mich auf dem Laufenden Senden Sie mir eine E-Mail, wenn das Produkt verfügbar ist
Senden

","3,11",3.5 mm,"75% Mohair, 25% Seide ",https://www.wollplatz.de/wolle/drops/drops-kid-silk-long-print
Drops Kid-Silk Uni Colour 01 Off-white,"
Halten Sie mich auf dem Laufenden Senden Sie mir eine E-Mail, wenn das Produkt verfügbar ist
Senden

","3,11",3.5 mm,"75% Mohair, 25% Seide ",https://www.wollplatz.de/wolle/drops/drops-kid-silk-uni-colour
Drops Lima Mix 206 Hellbeige,"
Halten Sie mich auf dem Laufenden Senden Sie mir eine E-Mail, wenn das Produkt verfügbar ist
Senden

","2,22",4 mm,"65% Wolle, 35% Alpakawolle",https://www.wollplatz.de/wolle/drops/drops-lima-mix
Drops Lima Uni Colour 100 Natur,"
Halten Sie mich auf dem Laufenden Senden Sie mir eine E-Mail, wenn das Produkt verfügbar ist
Senden

","2,09",4 mm,"65% Wolle, 35% Alpakawolle",https://www.wollplatz.de/wolle/drops/drops-lima-uni-colour
Drops Magic Summer CAL Garnpaket 2,"
In Kürze wieder auf Vorrat
","54,09",no data,no data,https://www.wollplatz.de/pakete/andere-pakete/garenpakketten/drops-magic-summer-cal-garnpaket
Drops Melody Uni Colour 01 Off-white,"
Lieferbar
","3,92",8 mm,"71% Alpakawolle, 25% Wolle, 4% Polyamid",https://www.wollplatz.de/wolle/drops/drops-melody-uni-colour
Drops Merino Extra Fine Mix 03 Dunkelgrau,"
Lieferbar
","2,33",4 mm,100% Merinowolle,https://www.wollplatz.de/wolle/drops/drops-merino-extrafine-mix
Drops Merino Extra Fine Uni Colour 01 Natur,"
Lieferbar
","2,33",4 mm,100% Merinowolle,https://www.wollplatz.de/wolle/drops/drops-merino-extrafine-uni
Drops Muskat Uni Colour 01 Light-blue-purple,"
Lieferbar
","1,49",4 mm,100% Baumwolle,https://www.wollplatz.de/wolle/drops/drops-muskat-uni-colour
Drops Nepal Mix 206 Hellbeige,"
Lieferbar
","2,22",5 mm,"65% Wolle, 35% Alpakawolle",https://www.wollplatz.de/wolle/drops/drops-nepal-mix
Drops Nepal Uni Colour 100 Natur,"
Lieferbar
","2,09",5 mm,"65% Wolle, 35% Alpakawolle",https://www.wollplatz.de/wolle/drops/drops-nepal-uni-colour
Drops Nord Mix 03 Pearl Grey,"
Halten Sie mich auf dem Laufenden Senden Sie mir eine E-Mail, wenn das Produkt verfügbar ist
Senden

","1,83",3 mm,"45% Alpakawolle, 30% Polyamid, 25% Wolle",https://www.wollplatz.de/wolle/drops/drops-nord-mix
Drops Nord Uni Colour 01 Off-white,"
Lieferbar
","1,78",3 mm,"45% Alpakawolle, 30% Polyamid, 25% Wolle",https://www.wollplatz.de/wolle/drops/drops-nord-uni-colour
Drops Paris 1 Apricot,"
Lieferbar
","0,98",5 mm,100% Baumwolle,https://www.wollplatz.de/wolle/drops/drops-paris
Drops Paris Recycled Denim 100 Light-wash,"
Lieferbar
","0,88",5 mm,100% Recycelte Baumwolle,https://www.wollplatz.de/wolle/drops/drops-paris-recycled-denim
Drops Polaris Mix 05 Taupe,"
Lieferbar
","4,89",12 mm,100% Wolle,https://www.wollplatz.de/wolle/drops/drops-polaris-mix
Drops Polaris Uni Colour 01 Off-white,"
Lieferbar
","4,17",12 mm,100% Wolle,https://www.wollplatz.de/wolle/drops/drops-polaris-uni-colour
Drops Puna Natural 01 Off-White,"
Halten Sie mich auf dem Laufenden Senden Sie mir eine E-Mail, wenn das Produkt verfügbar ist
Senden

","2,13",4 mm,100% Alpakawolle,https://www.wollplatz.de/wolle/drops/drops-puna-natural
Drops Puna Natural Mix 02 Beige,"
Halten Sie mich auf dem Laufenden Senden Sie mir eine E-Mail, wenn das Produkt verfügbar ist
Senden

","2,13",4 mm,100% Alpakawolle,https://www.wollplatz.de/wolle/drops/drops-puna-natural-mix
Drops Puna Uni Colour 10 Altrosa,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","2,48",4 mm,100% Alpakawolle,https://www.wollplatz.de/wolle/drops/drops-puna-uni-colour
Drops Safran 1 Light-pink,"
Lieferbar
","1,08",3 mm,100% Baumwolle,https://www.wollplatz.de/wolle/drops/drops-safran
Drops Sky Mix 02 Light Grey,"
Halten Sie mich auf dem Laufenden Senden Sie mir eine E-Mail, wenn das Produkt verfügbar ist
Senden

","4,08",4 mm,"74% Alpakawolle, 18% Polyamid, 8% Wolle",https://www.wollplatz.de/wolle/drops/drops-sky-mix
Drops Sky Uni Colour 01 White,"
Lieferbar
","4,08",4 mm,"74% Alpakawolle, 18% Polyamid, 8% Wolle",https://www.wollplatz.de/wolle/drops/drops-sky-uni-colour
Drops Snow (Eskimo) Mix 21 Blue shadow,"
Lieferbar
","1,78",9 mm,100% Wolle,https://www.wollplatz.de/wolle/drops/drops-eskimo
Drops Snow (Eskimo) Print 19 Spice,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","2,18",9 mm,100% Wolle,https://www.wollplatz.de/wolle/drops/drops-eskimo-print
Drops Snow (Eskimo) Uni Colour 01 Off white,"
Lieferbar
","1,53",9 mm,100% Wolle,https://www.wollplatz.de/wolle/drops/drops-eskimo-uni-colour
Durable Stick- und Häkelbaumwollgarn 1000 White,"
Lieferbar
","2,36","1-1,5 mm",100% Baumwolle,https://www.wollplatz.de/wolle/durable/durable-stick-hakelbaumwollgarn
Durable Häkelgarn Nr. 10 09 Weiss,"
Lieferbar
","3,88","2-2,5 mm",100% Baumwolle,https://www.wollplatz.de/wolle/durable/durable-haekelgarn-10
Durable Häkelgarn Nr. 12 09 Weiss,"
Lieferbar
","3,88","1,5-2 mm",100% Baumwolle,https://www.wollplatz.de/wolle/durable/durable-haekelgarn-12
Durable Häkelgarn Nr. 8 09 Weiss,"
Lieferbar
","3,88","2,5-3 mm",100% Baumwolle,https://www.wollplatz.de/wolle/durable/durable-haekelgarn-8
Durable Chunky 326 Ivory,"
Lieferbar
","8,80",9-15 mm,100% Wolle,https://www.wollplatz.de/wolle/durable/durable-chunky
Durable Coral 203 Light Pink,"
Lieferbar
","2,41","2,5-3 mm",100% Mercerisierte Baumwolle,https://www.wollplatz.de/wolle/durable/durable-coral
Durable Coral Alle Farben Paket,"
Lieferbar
","192,27","2,5-3 mm",100% Mercerisierte Baumwolle,https://www.wollplatz.de/pakete/andere-pakete/vorteilspakete/durable-coral-alle-farben-paket
Durable Cosy 204 Light Pink,"
Lieferbar
","3,54",5-7 mm,"50% Baumwolle, 50% Polyacryl",https://www.wollplatz.de/wolle/durable/durable-cosy
Durable Cosy Extra Fine 203 Light Pink,"
Lieferbar
","3,20",3-4 mm,"58% Baumwolle, 42% Acryl ",https://www.wollplatz.de/wolle/durable/durable-cosy-extra-fine
Durable Cosy Fine 203 Light Pink,"
Lieferbar
","3,20","4 - 4,5 mm","58% Baumwolle, 42% Polyacryl ",https://www.wollplatz.de/wolle/durable/durable-cosy-fine
Durable Double Four 203 Light Pink,"
Lieferbar
","4,52","4,5-5 mm",100% Baumwolle,https://www.wollplatz.de/wolle/durable/durable-double-four
Durable Forest 4000 Grey,"
Lieferbar
","4,87","2,5-3 mm","45% Acryl, 37% Merinowolle, 18% Seide",https://www.wollplatz.de/wolle/durable/durable-forest
Durable Furry 225 Vintage Pink,"
Lieferbar
","4,87",8 mm,100% Polyester,https://www.wollplatz.de/wolle/synthetisch/durable-furry
Durable Glam 203 Light pink,"
Lieferbar
","3,84",4 mm,"75% Baumwolle, 25% Polyester ",https://www.wollplatz.de/wolle/durable/durable-glam
Durable Glanzbaumwolle Nr. 10 09 Weiss,"
Lieferbar
","4,82","2-2,5 mm",100% Baumwolle,https://www.wollplatz.de/wolle/durable/durable-glanzbaumwolle-10
Durable Glanzbaumwolle Nr. 12 09 Weiss,"
Halten Sie mich auf dem Laufenden Senden Sie mir eine E-Mail, wenn das Produkt verfügbar ist
Senden

","4,82","1,5-2 mm",100% Baumwolle,https://www.wollplatz.de/wolle/durable/durable-glanzbaumwolle-12
Durable Glanzbaumwolle Nr. 8 09 Weiss,"
Lieferbar
","4,82","2,5-3 mm",100% Baumwolle,https://www.wollplatz.de/wolle/durable/durable-glanzbaumwolle-no-8
Durable Latch Hook Yarn 204 Light Pink,"
Lieferbar
","2,94",no data,"50% Baumwolle, 50% Polyacryl",https://www.wollplatz.de/wolle/durable/durable-latch-hook-yarn
Durable Macramé 203 Light Pink,"
Lieferbar
","4,82",4 - 5 mm,100% Baumwolle,https://www.wollplatz.de/wolle/durable/durable-macrame
Durable Soqs 211 Peach,"
Lieferbar
","3,54","2,5-3 mm","75% Wolle, 25% Polyamid",https://www.wollplatz.de/wolle/durable/durable-soqs
Durable Teddy 210 Powder pink,"
Lieferbar
","3,39",5-6 mm,100% Polyamide,https://www.wollplatz.de/wolle/durable/durable-teddy
Go Handmade Cosy 62 Off-white,"
Halten Sie mich auf dem Laufenden Senden Sie mir eine E-Mail, wenn das Produkt verfügbar ist
Senden

","3,93",4 mm,"60% Baumwolle, 40% Acryl ",https://www.wollplatz.de/wolle/go-handmade/go-handmade-cosy
Go Handmade Couture 01 Dirty Beige,"
Halten Sie mich auf dem Laufenden Senden Sie mir eine E-Mail, wenn das Produkt verfügbar ist
Senden

","3,93",4-5 mm,100% Acryl,https://www.wollplatz.de/wolle/go-handmade/go-handmade-couture
Go Handmade Soft 20 Off-White,"
Lieferbar
","5,11",3-4 mm,"70% Bambus, 23% Baumwolle, 7% Acryl ",https://www.wollplatz.de/wolle/go-handmade/go-handmade-soft
Go Handmade Teddy 16 Beige,"
Halten Sie mich auf dem Laufenden Senden Sie mir eine E-Mail, wenn das Produkt verfügbar ist
Senden

","3,93",4-5 mm,100% Polyester,https://www.wollplatz.de/wolle/go-handmade/go-handmade-teddy
Go Handmade Vintage 32 Off White,"
Lieferbar
","3,93",3-4 mm,"70% Wolle, 30% Bambus",https://www.wollplatz.de/wolle/go-handmade/go-handmade-vintage
Gütermann Transparent 200m,"
Lieferbar
","3,54",no data,no data,https://www.wollplatz.de/amigurumi/gummibaender-kordel/guetermann-transparent
Hoooked Eucalyps 07 Magenta,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","7,86",4-5 mm,100% Pflanzich,https://www.wollplatz.de/wolle/hoooked/hoooked-eucalyps
Hoooked Natural Jute 01 Cinnamon Taupe ,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","9,82",10-15 mm,100% Jute,https://www.wollplatz.de/wolle/hoooked/hoooked-natural-jute
Hoooked RibbonXL 2 Lila Dusk,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","8,84",8-12 mm,"80% Recycelten Baumwolle, 20% Andere Rohstoffe",https://www.wollplatz.de/wolle/hoooked/hoooked-ribbonxl
Hoooked RibbonXL Lurex 3 Black Sparkle,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","12,78",8-12 mm,"60% Recycelten Baumwolle, 20% Recycelten Fasern, 20% Lurex ",https://www.wollplatz.de/artikel/6413/hoooked-ribbonxl-lurex.html
Hoooked Spesso Chunky Cotton 100 Almond,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","9,82",8-10 mm,"85% Baumwolle, 15% Recycelten Fasern",https://www.wollplatz.de/wolle/hoooked/hoooked-spesso-chunky-cotton
Katia Air Alpaca Degradé 062 Brown,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","7,82","5-6,5 mm",,https://www.wollplatz.de/wolle/katia/katia-air-alpaca-degrade
Katia Alaska 1 White,"
Lieferbar
","3,88","6-6,5 mm",100% Acryl,https://www.wollplatz.de/wolle/katia/katia-alaska
Katia Alpaca Silver 259 Burgundy red silver,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","5,41","3-3,5 mm","73% Alpakawolle, 20% Polyamid, 7% Polyester ",https://www.wollplatz.de/wolle/katia/katia-alpaca-silver
Katia Azteca 801 Grey,"
Lieferbar
","8,80","5-5,5 mm","53% Wolle, 47% Acryl",https://www.wollplatz.de/wolle/katia/katia-azteca
Katia Baby Alpaca 100% 509 Brown,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","8,80",3.5-4 mm,100% Baby Alpaka,https://www.wollplatz.de/wolle/katia/katia-baby-alpaca-100
Katia Basic Merino 1 White,"
Lieferbar
","3,88","3,5-4 mm","52% Merinowolle, 48% Acryl",https://www.wollplatz.de/wolle/katia/katia-basicmerino
Katia Canada 9 Dark Brown,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","3,88",7-8 mm,100% Acryl,https://www.wollplatz.de/wolle/synthetisch/katia-canada
Katia Capri 50 White,"
Lieferbar
","2,16","2,5-3 mm",100% Baumwolle,https://www.wollplatz.de/wolle/katia/katia-capri
Katia Capri Plus 101 Multicolour Pistachio,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","3,25","2,5-3 mm",100% Baumwolle,https://www.wollplatz.de/wolle/katia/katia-capri-plus
