,stock,price,needle strength,compilation,url
Lana Grossa Seta 5,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","9,79",5-6 mm,"40% Baumwolle, 60% Seide",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-seta
Lana Grossa Shades Of Cotton 111,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","19,62","3,5-4 mm",100% Baumwolle,https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-shades-of-cotton
Lana Grossa Silkhair 12 Dark Gray,"
Lieferbar
","8,80","4,5-5 mm","70% Mohair, 30% Seide",https://www.wollplatz.de/wolle/lana-grossa/lanagrossa-silkhair
Lana Grossa Slow Wool Lino 012 Medium Blue,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","13,72","3,5-4 mm","85% Merinowolle, 15% Leinen ",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-slow-wool-lino
Lana Grossa Soft Cotton 001 Apricot,"
Lieferbar
","3,88","3,5-4,5 mm","70% Baumwolle, 30% Polyacryl ",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-soft-cotton
Lana Grossa Soft Cotton Big 1 White,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","3,88","5,5-6 mm","70% Baumwolle, 30% Acryl ",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-soft-cotton-big
Lana Grossa Solo Lino 1 White,"
Lieferbar
","5,41","3,5-4 mm","80% Gerecycleerde linnen (Viscose), 20% Linnen",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-solo-lino
Lana Grossa Sparkly 004 Pale Pink / Bright Pink / Purple / Green,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","6,84",6-7 mm,"82% Katoen, 18% Polyester",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-sparkly
Lana Grossa Stromboli 101 Ecru,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","5,85",3-4 mm,"60% Baumwolle, 15% Polyamid, 15% Viskose, 10% Seide ",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-stromboli
Lana Grossa Tre Seta 002,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","9,79","4,5-5 mm","40% Wolle, 35% Seide, 20% Alpakawolle, 5% Viskose",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-tre-seta
Lana Grossa Tropico 002 Bright Pink / Rose / Orange / White / Salmon,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","7,82",5 mm,"70% Baumwolle, 30% Merinowolle",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-tropico
Lana Grossa Tutti 17 Light Blue / Orange / Beige / Royal / Anthracite,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","19,62",5 mm,"25% Mohair, 25% Alpaka, 20% Schurwolle, 30% Nylon",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-tutti
Lana Grossa Twisted Merino Cotton 506,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","29,45",4-5 mm,"50% Baumwolle, 50% Merinowolle",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-twisted-merino-cotton
Lana Grossa Twisted Summer Shades 1105,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","24,54","3,5-4 mm",100% Baumwolle,https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-twisted-summer-shades
Lang Yarns Alpaca Superlight 003,"
Lieferbar
","5,41","3,5 - 4 mm","54% Alpakawolle, 24% Polyamid, 22% Wolle",https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-alpaca-superlight
Lang Yarns Amira 001 White,"
Halten Sie mich auf dem Laufenden Senden Sie mir eine E-Mail, wenn das Produkt verfügbar ist
Senden

","7,82","5,5-6 mm","93% Baumwolle, 7% Polyamid ",https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-amira
Lang Yarns Angelina 003 Light Grey,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","7,82","4,5 mm","60% Seide, 40% Merinowolle ",https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-angelina
Lang Yarns Ayumi 11 Ocher,"
Begrenzter Vorrat: 13
","22,57","2,5-3,5 mm","77% Baumwolle, 23% Polyamid",https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-ayumi
Lang Yarns Baby Cotton 009 Rose,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","4,87","2,5-3 mm",100% Baumwolle,https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-baby-cotton
Lang Yarns Bloom 044 Limon-Jade,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","17,65","3-3,5 mm","70% Baumwolle, 18% Viskose, 12% Leinen ",https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-bloom
Lang Yarns Canapa 4 Black,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","4,87",3 mm,100% Hanf,https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-canapa
NEW - Lang Yarns Carina 003 Light Grey,"
Begrenzter Vorrat: 15
","8,80","5-5,5 mm","63% Alpakawolle, 37% Nylon ",https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-carina
Lang Yarns Carpe Diem 004 Black,"
Lieferbar
","7,82",6 mm,"70% Merinowol, 30% Alpaca",https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-carpe-diem
Lang Yarns Cashmerino for Babies and More 015 Nougat,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","6,84","3-3,5 mm","55% Merinowolle, 33% Acryl, 12% Kaschmir ",https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-cashmerino-for-babies-and-more
Lang Yarns Corso 9,"
Begrenzter Vorrat: 5
","6,84","4,5-5 mm",100% Baumwolle,https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-corso
Lang Yarns Dipinto 5 Grey,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","9,79","3 - 3,5 mm","50% Wolle, 50% Acryl",https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-dipinto
Lang Yarns Divina 001 White,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","7,82",4 mm,"50% Modal, 40% Baumwolle, 10% Seide",https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-divina
Lang Yarns Donegal 011 Mustard,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","10,77","3,5-4 mm",100% Merinowolle,https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-donegal
Lang Yarns Ella 1 White,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","5,85","4,5-5 mm","38% Baumwolle, 30% Polyester, 26% Viskose, 6% Polyamid",https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-ella
Lang Yarns Gaia 04 Black,"
Begrenzter Vorrat: 2
","5,41",3-4 mm,100% Baumwolle,https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-gaia
Lang Yarns Janet 001 White,"
Begrenzter Vorrat: 22
","5,85","4-4,5 mm","50% Baumwolle, 50% Polyamid",https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-janet
Lang Yarns Jawoll Superwash 1 White,"
Lieferbar
","4,67","2,5 - 3,5 mm","75% Wolle, 25% Polyamid",https://www.wollplatz.de/wolle/sockenwolle/lang-yarns-jawoll-superwash
Lang Yarns Kim 5,"
Begrenzter Vorrat: 2
","6,39",10-12 mm,,https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-kim
Lang Yarns Kylie 022 Sand,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","7,82",4 mm,"56% Baumwolle, 25% Seide, 13% Wolle, 6% Viskose ",https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-kylie
Lang Yarns Lace 58 Light Mint,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","12,74","3-3,5 mm","58% Mohair, 42% Seide ",https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-lace
Lang Yarns Wooladdicts Liberty 001 White,"
Lieferbar
","6,84",6 mm,100% Katoen (Pima),https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-wooladdicts-liberty
Lang Yarns Lino 60 Red,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","8,06","4,5-5 mm",100% Leinen,https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-lino
Lang Yarns Luna 005 Grey Melange,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","9,79",6-7 mm,"90% Alpakawolle, 10% Polyamid ",https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-luna
Lang Yarns Lusso 61,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","9,79","3 - 3,5 mm","36% Merino wol, 27% Zijde, 19% Kameel, 18% Mohair",https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-lusso
Lang Yarns Malou 9 Rose,"
Begrenzter Vorrat: 13
","9,79",7-8 mm,"70% Baby Alpaca, 10% Wol, 20% Polyamide",https://www.wollplatz.de/wolle/lang-yarns/langyarns-malou
Lang Yarns Malou Light 3 Light Grey,"
Begrenzter Vorrat: 17
","12,74","4,5-5 mm","72% Baby Alpakawolle, 16% Polyamid, 12% Wolle",https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-malou-light
Lang Yarns Marlene 024 Grey,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","5,85","4-4,5 mm","70% Baumwolle, 30% Polyamid ",https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-marlene
Lang Yarns Merino 120 001 White,"
Lieferbar
","5,85","3,5-4,5 mm",100% Merinowolle,https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-merino-120
Lang Yarns Merino 130 Compact 04 Black,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","6,84","3,5-4 mm",100% Merinowolle,https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-merino-130-compact
Lang Yarns Merino 150 001 White,"
Lieferbar
","5,85","3-3,5 mm",100% Merinowolle,https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-merino-150
Lang Yarns Merino 200 Bebe 301 White,"
Lieferbar
","5,85","2,5-3,5 mm",100% Merinowolle,https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-merino-200-bebe
Lang Yarns Merino+ 001 White,"
Halten Sie mich auf dem Laufenden Senden Sie mir eine E-Mail, wenn das Produkt verfügbar ist
Senden

","5,85","4,5-5,5 mm",100% Merinowolle,https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-merino
Lang Yarns Mille Colori 200 Gr. 65,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","19,62",6 mm,"50% Wolle, 50% Polyacryl",https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-mille-colori-200-gr
Lang Yarns Mille Colori Socks & Lace Luxe 03 Light Grey/Anthracite/Silver,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","11,75","2,5-3,5 mm","73% Schurwolle, 25% Polyamid, 2% Polyester ",https://www.wollplatz.de/wolle/sockenwolle/langyarns-mille-colori-socks-lace-luxe
Lang Yarns Milton 6 Blue/Green/Red,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","9,79","3,5-4 mm","37% Baumwolle, 36% Acryl, 27% Viskose",https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-milton
Lang Yarns Mohair Luxe 6 ,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","9,79","3-3,5 mm","77% Mohair, 23% Seide",https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-mohair-luxe
Lang Yarns Mohair Trend 5,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","9,79","5-5,5 mm","70% Mohair, 30% Seide",https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-mohair-trend
Lang Yarns Mulberry Silk 017 Green,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","16,67",3-3.5 mm,100% Seide,https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-mulberry-silk
Lang Yarns Nova 26 Beige,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","7,82","4,5-5 mm",48% Merino - 32% Kameel (baby) - 20% Polyamide,https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-nova
Lang Yarns Novena 5 Dark Grey,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","4,43","4,5-5 mm","50% Merinowolle, 30% Baby Alpakawolle, 20% Nylon",https://www.wollplatz.de/wolle/lang-yarns/langyarns-novena
Lang Yarns Omega 001 White,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","3,15","3,5-4,5 mm","50% Polyamid, 50% Acryl",https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-omega
Lang Yarns Origami 26,"
Begrenzter Vorrat: 9
","6,39","4,5-5 mm",100% Baumwolle,https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-origami
Lang Yarns Passione 4 Black,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","5,41",4.5 mm,"82% Alpakawolle, 16% Polyamid, 2% Elastan ",https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-passione
Lang Yarns Puno 061 Red,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","49,08","2,5-3 mm","55% Merino Wol, 30% Baby Alpaca, 15% Zijde",https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-puno
Lang Yarns Quattro 001 White,"
Lieferbar
","2,70",3-4 mm,100% Baumwolle,https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-quattro
Lang Yarns Soft Cotton 001 White,"
Lieferbar
","5,41","4-4,5 mm",100% Baumwolle,https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-soft-cotton
Lang Yarns Softhair 13,"
Begrenzter Vorrat: 19
","9,79",10-12 mm,"82% Viscose, 18% Nylon",https://www.wollplatz.de/wolle/lang-yarns/langyarns-softhair
Lang Yarns Stockholm 4 Black,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","3,88","4,5 - 5 mm","60% Wolle, 40% Polyacryl ",https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-stockholm
Lang Yarns Super Soxx Color 4-PLY 219,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","7,82","2,5-3,5 mm","75% Schurwolle, 25% Polyamid",https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-super-soxx-4-ply
Lang Yarns Tissa 001 White,"
Lieferbar
","4,43","3,5-4,5 mm",100% Baumwolle,https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-tissa
Lang Yarns Twin Soxx Streetsoxx 4-PLY 239 Orange Mix,"
Lieferbar
","8,36","2,5-3,5 mm","75% Wolle, 25% Polyamid",https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-twin-soxx-streetsoxx-4-ply
Lang Yarns Valerie 051 Multicolour Bordeaux/Yellow/Blue,"
Begrenzter Vorrat: 1
","8,80","4 - 4,5 mm","66% Schurwolle, 34% Nylon ",https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-valerie
Lang Yarns Viva 51 Multicolor Orange/Green/Pink,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","6,84","4,5-5 mm",100% Merinowolle,https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-viva
Lang Yarns Wooladdicts Air 003 Light Grey Mélange,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","7,82","5 - 5,5 mm","84% Merino wol, 16% Polyamide",https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-air
Lang Yarns Wooladdicts Earth 003 Light Grey Mélange,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","6,84","5,5 - 6 mm","50% Alpaca wol, 35% Acryl, 15% Wol",https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-earth
Lang Yarns Wooladdicts Faith 003 Light Grey Mélange,"
Begrenzter Vorrat: 93
","9,79","5,5 mm","77% Merinowolle, 23% Polyamid",https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-wooladdicts-faith
Lang Yarns Wooladdicts Fire 003 Light Grey Mélange,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","16,67",9 mm,"98% Merinowolle, 2% Polyester ",https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-fire
Lang Yarns Wooladdicts Happiness 001 White,"
Begrenzter Vorrat: 7
","7,82","5-5,5 mm","65% Baumwolle, 35% Polyamid ",https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-wooladdicts-happiness
Lang Yarns Wooladdicts Love 004 Black,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","4,51",4 mm,"92% Merinowolle, 8% Polyamid ",https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-love
Lang Yarns Wooladdicts Respect 003 Light Grey Mélange,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","7,82",5 mm,"42% Merinowolle, 30% Alpakawolle, 28% Polyamid",https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-wooladdicts-respect
Lang Yarns Wooladdicts Sunshine 001 White,"
Begrenzter Vorrat: 2
","7,38","4,5-5 mm",100% Baumwolle,https://www.wollplatz.de/wolle/lang-yarnslang-yarns-wooladdicts-sunshine
Lang Yarns Wooladdicts Trust 003 Light Grey Mélange,"
Begrenzter Vorrat: 172
","9,79",8 mm,"55% Alpakawolle, 45% Merinowolle",https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-wooladdicts-trust
Lang Yarns Wooladdicts Water 003 Light Grey Mélange,"
Begrenzter Vorrat: 3
","10,77","4,5 - 5 mm",100% Alpakawolle,https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-water
Lang Yarns Yara 15,"
Begrenzter Vorrat: 1
","8,80","4-4,5 mm","41% Katoen, 33% Mohair,14% Merino wol, 11% Polyamide, 1% Elastaan",https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-yara
Lang Yarns Young 85 Pink/Orange,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","18,64",20 mm,100% Merinowolle,https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-young
Phildar Frimas 1044 Pourpre,"
Begrenzter Vorrat: 2
","5,69","5,5-6 mm","50% Baumwolle, 50% Wolle",https://www.wollplatz.de/wolle/phildar/phildar-frimas
Phildar Lambswool 1005 Eglantne,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","3,92","2,5-3 mm","51% Lammwolle, 49% Acryl",https://www.wollplatz.de/wolle/phildar/phildar-lambswool51
Phildar Nebuleuse 1 Tomette ,"
Begrenzter Vorrat: 19
","5,69",6-7 mm,"41% Wolle, 41% Acryl, 18% Polyamid",https://www.wollplatz.de/wolle/phildar/phildar-nebuleuse
Phildar Partner 3.5 1002 Berlingot,"
Lieferbar
","3,92","3-3,5 mm","50% Polyamid, 25% Wolle, 25% Acryl",https://www.wollplatz.de/wolle/phildar/phildar-partner3-5
Phildar Partner 6 1005 Grenadine,"
Lieferbar
","3,92",5-6 mm,"50% Polyamid (Nylon), 25% Wolle, 25% Acryl",https://www.wollplatz.de/wolle/phildar/phildar-partner6
Phildar Partner Baby 1044 Meringue,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","3,53","2-2,5 mm","50% Polyamid (Nylon), 25% Wolle, 25% Acryl",https://www.wollplatz.de/wolle/phildar/phildar-partnerbaby
Phildar Phil Air Perou 1447 Flanelle,"
Begrenzter Vorrat: 2
","9,04",6 mm,"70% Alpakawolle, 7% Wolle, 23% Polyamid",https://www.wollplatz.de/wolle/phildar/phildar-phil-air-perou
Phildar Phil Baby Doll 1019 Zeste,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","5,20",4 mm,"60% Polyamid, 40% Baumwolle ",https://www.wollplatz.de/wolle/phildar/phildar-phil-baby-doll
Phildar Phil Beaugency 1015 Glacier,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","5,50",5 mm,"55% Nylon, 25% Acryl, 20% Wolle",https://www.wollplatz.de/wolle/phildar/phildar-phil-beaugency
Phildar Phil Brillant 1045 Or,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","3,43","2,5-3 mm","85% Viskose, 15% Polyester",https://www.wollplatz.de/wolle/phildar/phildar-phil-brillant
Phildar Phil Cabotine 1004 Faience,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","3,53",3.5 mm,"55% Acryl, 45% Baumwolle",https://www.wollplatz.de/wolle/phildar/phildar-phil-cabotine
Phildar Phil Caresse 1089 Fjord,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","3,92",4 mm,"51% Acryl, 49% Polyamid",https://www.wollplatz.de/wolle/phildar/phildar-phil-caresse
Phildar Phil Charme 2333 Havane,"
Begrenzter Vorrat: 2
","6,09","3,5-4 mm","50% Mohair, 50% Acryl",https://www.wollplatz.de/wolle/phildar/phildar-phil-charme
Phildar Phil Corde 1038 Grenadine,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","8,64",7 mm,100% Baumwolle,https://www.wollplatz.de/wolle/phildar/phildar-phil-corde
Phildar Phil Coton 2 1004 Turquoise,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","2,16",2 mm,100% Baumwolle,https://www.wollplatz.de/wolle/phildar/phildar-phil-coton-2
Phildar Phil Coton 3 0019 Ecume,"
Lieferbar
","2,46","2,5-3 mm",100% Baumwolle,https://www.wollplatz.de/wolle/phildar/phildar-philcoton3
Phildar Phil Coton 4 7 Bordeaux,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","2,94","3,5-4 mm",100% Baumwolle,https://www.wollplatz.de/wolle/phildar/phildar-phil-coton-4
Phildar Phil Degrade 1275 Eglantine,"
Begrenzter Vorrat: 6
","4,71",4.5 mm,100% Baumwolle,https://www.wollplatz.de/wolle/phildar/phildar-phil-degrade
Phildar Detente 1004 Navy,"
Lieferbar
","3,92","3-3,5 mm","93% Acryl, 7% Elastan ",https://www.wollplatz.de/wolle/phildar/phildar-detente
Phildar Phil Douce 1004 Jean Stoned,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","5,40","4,5-5 mm",100% Polyester,https://www.wollplatz.de/wolle/phildar/phildar-phildouce
Phildar Phil Ecocoton 1001 Tournesol,"
Lieferbar
","4,91",3 mm,100% Baumwolle,https://www.wollplatz.de/wolle/phildar/phildar-phil-ecocoton
Phildar Phil Ecojean 1004 Gris Moyen,"
Begrenzter Vorrat: 9
","4,91",4 mm,"48% Baumwolle, 47% Polyester, 5% Fasern",https://www.wollplatz.de/wolle/phildar/phildar-phil-ecojean
Phildar Phil Express 1200 Noir,"
Begrenzter Vorrat: 3
","7,86",12 mm,"80% Acryl, 20% Wolle",https://www.wollplatz.de/wolle/phildar/phildar-phil-express
Phildar Phil Falaise 1089 Porcelaine,"
Begrenzter Vorrat: 6
","4,87",4 mm,"80% Baumwolle, 20% Polyamid",https://www.wollplatz.de/wolle/phildar/phildar-phil-falaise
Phildar Phil Frénésie 3 Dragée,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","5,36","3,5-4 mm","37% Katoen, 26% Wol, 15% Polyamide, 12% Mohair, 10% Viscose",https://www.wollplatz.de/wolle/phildar/phildar-phil-frenesie
Phildar Phil Gardening 1012 Veronese,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","5,69","6,5 mm","53% Acryl, 37% Wolle,10% Alpakawolle",https://www.wollplatz.de/wolle/phildar/phildar-phil-gardening
Phildar Phil Gourmand 1001 Vanille,"
Begrenzter Vorrat: 23
","5,69","4,5 mm","65% Polyamid, 35% Acryl ",https://www.wollplatz.de/wolle/phildar/phildar-phil-gourmand
Phildar Phil Guimauve 0043 Blanc,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","3,73",9 mm,"45% Wolle, 45% Acryl, 10% Nylon",https://www.wollplatz.de/wolle/phildar/phildar-phil-guimauve
Phildar Phil Irlandais 0002 Minerai,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","3,73",5 mm,"51% Wolle, 49% Acryl",https://www.wollplatz.de/wolle/phildar/phildar-phil-irlandais
Phildar Phil Laine Cachemire 1019 Gold,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","6,38","3,5 mm","80% Wolle, 20% Kaschmir ",https://www.wollplatz.de/wolle/phildar/phildar-phil-laine-cachemire
Phildar Phil Light 1019 Miel,"
Lieferbar
","4,22",5-6 mm,"53% Acryl, 29% Polyamid, 18% Wolle",https://www.wollplatz.de/wolle/phildar/phildar-phillight
Phildar Phil Looping 1044 Rosee,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","4,12",6 mm,"80% Acryl, 20% Wolle",https://www.wollplatz.de/wolle/phildar/phildar-phil-looping
Phildar Phil Love Cotton 1004 Jeans,"
Lieferbar
","3,73",3.5 mm,100% Baumwolle,https://www.wollplatz.de/wolle/phildar/phildar-phil-love-cotton
Phildar Phil Maxi Mohair 0019 Nuage,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","5,89",8 mm,"40% Acryl, 30% Polyamid, 30% Mohair",https://www.wollplatz.de/wolle/phildar/phildar-phil-maxi-mohair
Phildar Phil Merinos 3.5 1089 Paon,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","5,20",3.5 mm,100% Merinowolle,https://www.wollplatz.de/wolle/phildar/phildar-phil-merinos-3-5
Phildar Phil Merinos 6 1019 Absinthe,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","5,40",6 mm,100% Merinowolle,https://www.wollplatz.de/wolle/phildar/phildar-phil-merinos-6
Phildar Phil Mikado 1155 Petunia,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","7,17","4,5-5 mm","30% Wolle, 70% Acryl",https://www.wollplatz.de/wolle/phildar/phildar-phil-mikado
Phildar Phil Nature 1002 Bois de Rose,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","4,91","3,5 mm","48% Baumwolle, 28% Viskose, 24% Leinen",https://www.wollplatz.de/wolle/phildar/phildar-phil-nature
Phildar Phil Naturel 1200 Noir,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","9,74",20 mm,"85% Wolle, 15% Alpakawolle ",https://www.wollplatz.de/wolle/phildar/phildar-phil-naturel
Phildar Phil Nuage 1134 Denim,"
Begrenzter Vorrat: 1
","8,84","5,5-6 mm","72% Merinowolle, 28% Polyamid",https://www.wollplatz.de/wolle/phildar/phildar-phil-nuage
